_id,MODEL_CD
67dbab850dc9badbe92b9ab2,ERTIGA
67dbab840dc9badbe92b9a94,ERTIGA
67dbab840dc9badbe92b9a99,ERTIGA
67dbab840dc9badbe92b9a9a,ERTIGA
67dbab840dc9badbe92b9a95,ERTIGA
67dbab840dc9badbe92b9a97,ERTIGA
67dbab860dc9badbe92b9aba,ERTIGA
67dbab840dc9badbe92b9a96,ERTIGA
67dbab850dc9badbe92b9a9d,ERTIGA
67dbab850dc9badbe92b9a9f,ERTIGA
67dbab840dc9badbe92b9a9b,ERTIGA
67dbab850dc9badbe92b9a9e,ERTIGA
67dbab850dc9badbe92b9aa1,ERTIGA
67dbab850dc9badbe92b9a9c,ERTIGA
67dbab850dc9badbe92b9aa3,ERTIGA
67dbab850dc9badbe92b9ab0,ERTIGA
67dbab850dc9badbe92b9aa0,ERTIGA
67dbab850dc9badbe92b9aa7,ERTIGA
67dbab850dc9badbe92b9aa8,ERTIGA
67dbab850dc9badbe92b9aa2,ERTIGA
67dbab860dc9badbe92b9ac4,ERTIGA
67dbab870dc9badbe92b9acf,ERTIGA
67dbab850dc9badbe92b9aa5,ERTIGA
67dbab850dc9badbe92b9aa6,ERTIGA
67dbab850dc9badbe92b9aa9,ERTIGA
67dbab850dc9badbe92b9aaa,ERTIGA
67dbab850dc9badbe92b9aab,ERTIGA
67dbab850dc9badbe92b9aad,ERTIGA
67dbab850dc9badbe92b9aac,ERTIGA
67dbab850dc9badbe92b9aaf,ERTIGA
67dbab850dc9badbe92b9ab3,ERTIGA
67dbab850dc9badbe92b9aae,ERTIGA
67dbab850dc9badbe92b9ab1,ERTIGA
67dbab860dc9badbe92b9ab9,ERTIGA
67dbab860dc9badbe92b9ab4,ERTIGA
67dbab860dc9badbe92b9ac6,ERTIGA
67dbab870dc9badbe92b9acb,ERTIGA
67dbab860dc9badbe92b9ab6,ERTIGA
67dbab860dc9badbe92b9ab7,ERTIGA
67dbab860dc9badbe92b9ab8,ERTIGA
67dbab860dc9badbe92b9abb,ERTIGA
67dbab860dc9badbe92b9abd,ERTIGA
67dbab860dc9badbe92b9ac1,ERTIGA
67dbab860dc9badbe92b9abc,ERTIGA
67dbab860dc9badbe92b9ac3,ERTIGA
67dbab860dc9badbe92b9ac5,ERTIGA
67dbab860dc9badbe92b9abe,ERTIGA
67dbab870dc9badbe92b9aca,ERTIGA
67dbab870dc9badbe92b9ad0,ERTIGA
67dbab860dc9badbe92b9abf,ERTIGA
67dbab860dc9badbe92b9ac0,ERTIGA
67dbab870dc9badbe92b9ace,ERTIGA
67dbab860dc9badbe92b9ac2,ERTIGA
67dbab880dc9badbe92b9ae4,ERTIGA
67dbab890dc9badbe92b9b05,ERTIGA
67dbab860dc9badbe92b9ac7,ERTIGA
67dbab860dc9badbe92b9ac8,ERTIGA
67dbab880dc9badbe92b9aeb,ERTIGA
67dbab870dc9badbe92b9ac9,ERTIGA
67dbab870dc9badbe92b9acd,ERTIGA
67dbab870dc9badbe92b9ad9,ERTIGA
67dbab870dc9badbe92b9acc,ERTIGA
67dbab880dc9badbe92b9aed,ERTIGA
67dbab880dc9badbe92b9af1,ERTIGA
67dbab870dc9badbe92b9ad1,ERTIGA
67dbab870dc9badbe92b9add,ERTIGA
67dbab880dc9badbe92b9adf,ERTIGA
67dbab870dc9badbe92b9ad2,ERTIGA
67dbab870dc9badbe92b9ad4,ERTIGA
67dbab870dc9badbe92b9ad5,ERTIGA
67dbab870dc9badbe92b9ad3,ERTIGA
67dbab870dc9badbe92b9ad7,ERTIGA
67dbab870dc9badbe92b9ad8,ERTIGA
67dbab870dc9badbe92b9ad6,ERTIGA
67dbab890dc9badbe92b9afd,ERTIGA
67dbab890dc9badbe92b9aff,ERTIGA
67dbab870dc9badbe92b9ada,ERTIGA
67dbab870dc9badbe92b9adb,ERTIGA
67dbab870dc9badbe92b9adc,ERTIGA
67dbab880dc9badbe92b9ade,ERTIGA
67dbab890dc9badbe92b9afe,ERTIGA
67dbaba50dc9badbe92b9b47,SWIFT
67dbab880dc9badbe92b9ae0,ERTIGA
67dbab880dc9badbe92b9ae1,ERTIGA
67dbab880dc9badbe92b9ae5,ERTIGA
67dbab880dc9badbe92b9ae2,ERTIGA
67dbab880dc9badbe92b9ae6,ERTIGA
67dbab880dc9badbe92b9ae8,ERTIGA
67dbab880dc9badbe92b9ae3,ERTIGA
67dbab880dc9badbe92b9ae7,ERTIGA
67dbab880dc9badbe92b9af0,ERTIGA
67dbab880dc9badbe92b9ae9,ERTIGA
67dbab880dc9badbe92b9aee,ERTIGA
67dbab880dc9badbe92b9af2,ERTIGA
67dbab880dc9badbe92b9aea,ERTIGA
67dbab880dc9badbe92b9aef,ERTIGA
67dbab8a0dc9badbe92b9b0d,ERTIGA
67dbab880dc9badbe92b9aec,ERTIGA
67dbab880dc9badbe92b9af3,ERTIGA
67dbab890dc9badbe92b9b08,ERTIGA
67dbab890dc9badbe92b9af4,ERTIGA
67dbab890dc9badbe92b9af9,ERTIGA
67dbab8b0dc9badbe92b9b21,ERTIGA
67dbab890dc9badbe92b9af5,ERTIGA
67dbab8a0dc9badbe92b9b1b,ERTIGA
67dbabb60dc9badbe92b9c99,SWIFT
67dbab890dc9badbe92b9af6,ERTIGA
67dbab890dc9badbe92b9af8,ERTIGA
67dbab890dc9badbe92b9afb,ERTIGA
67dbab890dc9badbe92b9af7,ERTIGA
67dbab890dc9badbe92b9afa,ERTIGA
67dbab890dc9badbe92b9afc,ERTIGA
67dbab890dc9badbe92b9b00,ERTIGA
67dbab890dc9badbe92b9b04,ERTIGA
67f75b4f297b3a5cefba9258,S-PRESSO
67dbab890dc9badbe92b9b01,ERTIGA
67dbab8b0dc9badbe92b9b2e,ERTIGA
67dbab8b0dc9badbe92b9b2f,ERTIGA
67dbab890dc9badbe92b9b02,ERTIGA
67dbab890dc9badbe92b9b03,ERTIGA
67dbab8c0dc9badbe92b9b35,ERTIGA
67dbab890dc9badbe92b9b06,ERTIGA
67dbab890dc9badbe92b9b07,ERTIGA
67dbabaa0dc9badbe92b9ba9,SWIFT
67dbab8a0dc9badbe92b9b09,ERTIGA
67dbab8a0dc9badbe92b9b15,ERTIGA
67dbab8a0dc9badbe92b9b17,ERTIGA
67dbab8a0dc9badbe92b9b0b,ERTIGA
67dbab8a0dc9badbe92b9b0c,ERTIGA
67dbab8a0dc9badbe92b9b12,ERTIGA
67dbab8a0dc9badbe92b9b0e,ERTIGA
67dbab8a0dc9badbe92b9b11,ERTIGA
67dbab8a0dc9badbe92b9b19,ERTIGA
67dbab8a0dc9badbe92b9b0f,ERTIGA
67dbab8a0dc9badbe92b9b10,ERTIGA
67dbab8b0dc9badbe92b9b2d,ERTIGA
67dbab8a0dc9badbe92b9b13,ERTIGA
67dbab8a0dc9badbe92b9b14,ERTIGA
67dbab8a0dc9badbe92b9b16,ERTIGA
67dbab8a0dc9badbe92b9b18,ERTIGA
67dbab8b0dc9badbe92b9b20,ERTIGA
67dbab8b0dc9badbe92b9b22,ERTIGA
67dbab8a0dc9badbe92b9b1a,ERTIGA
67dbab8a0dc9badbe92b9b1d,ERTIGA
67dbab8a0dc9badbe92b9b1e,ERTIGA
67dbab8a0dc9badbe92b9b1c,ERTIGA
67dbab8b0dc9badbe92b9b24,ERTIGA
67dbab8b0dc9badbe92b9b27,ERTIGA
67dbab8b0dc9badbe92b9b1f,ERTIGA
67dbab8c0dc9badbe92b9b33,ERTIGA
67dbab8c0dc9badbe92b9b3b,ERTIGA
67dbab8b0dc9badbe92b9b23,ERTIGA
67dbab8b0dc9badbe92b9b31,ERTIGA
67dbab8c0dc9badbe92b9b34,ERTIGA
67dbab8b0dc9badbe92b9b25,ERTIGA
67dbab8b0dc9badbe92b9b2b,ERTIGA
67dbab8c0dc9badbe92b9b3d,ERTIGA
67dbab8b0dc9badbe92b9b26,ERTIGA
67dbab8b0dc9badbe92b9b29,ERTIGA
67dbab8b0dc9badbe92b9b2a,ERTIGA
67dbab8b0dc9badbe92b9b28,ERTIGA
67dbab8c0dc9badbe92b9b3c,ERTIGA
67dbab8c0dc9badbe92b9b43,ERTIGA
67dbab8b0dc9badbe92b9b2c,ERTIGA
67dbaba90dc9badbe92b9b94,SWIFT
67dbabaa0dc9badbe92b9bab,SWIFT
67dbab8b0dc9badbe92b9b30,ERTIGA
67dbab8c0dc9badbe92b9b32,ERTIGA
67dbab8c0dc9badbe92b9b3a,ERTIGA
67dbab8c0dc9badbe92b9b36,ERTIGA
67dbab8c0dc9badbe92b9b37,ERTIGA
67dbab8c0dc9badbe92b9b38,ERTIGA
67dbab8c0dc9badbe92b9b39,ERTIGA
67dbaba80dc9badbe92b9b8c,SWIFT
67dbabb10dc9badbe92b9c32,SWIFT
67dbab8c0dc9badbe92b9b3e,ERTIGA
67dbabab0dc9badbe92b9bbb,SWIFT
67dbabac0dc9badbe92b9bd4,SWIFT
67dbab8c0dc9badbe92b9b3f,ERTIGA
67dbab8c0dc9badbe92b9b41,ERTIGA
67dbaba60dc9badbe92b9b56,SWIFT
67dbab8c0dc9badbe92b9b40,ERTIGA
67dbab8c0dc9badbe92b9b42,ERTIGA
67dbaba90dc9badbe92b9b95,SWIFT
67dbab8c0dc9badbe92b9b44,ERTIGA
67dbab8c0dc9badbe92b9b45,ERTIGA
67dbabb60dc9badbe92b9c9b,SWIFT
67dbaba50dc9badbe92b9b46,SWIFT
67dbaba50dc9badbe92b9b48,SWIFT
67dbaba50dc9badbe92b9b49,SWIFT
67dbaba50dc9badbe92b9b4a,SWIFT
67dbaba50dc9badbe92b9b4b,SWIFT
67dbaba50dc9badbe92b9b4c,SWIFT
67dbaba50dc9badbe92b9b4d,SWIFT
67dbaba50dc9badbe92b9b4e,SWIFT
67dbaba50dc9badbe92b9b4f,SWIFT
67dbaba50dc9badbe92b9b50,SWIFT
67dbaba50dc9badbe92b9b52,SWIFT
67dbaba60dc9badbe92b9b57,SWIFT
67dbaba50dc9badbe92b9b51,SWIFT
67dbaba70dc9badbe92b9b6e,SWIFT
67dbaba80dc9badbe92b9b7b,SWIFT
67dbaba60dc9badbe92b9b53,SWIFT
67dbaba60dc9badbe92b9b54,SWIFT
67dbaba60dc9badbe92b9b55,SWIFT
67dbaba60dc9badbe92b9b58,SWIFT
67dbaba80dc9badbe92b9b84,SWIFT
67dbaba80dc9badbe92b9b8a,SWIFT
67dbaba60dc9badbe92b9b59,SWIFT
67dbaba70dc9badbe92b9b77,SWIFT
67dbaba80dc9badbe92b9b7d,SWIFT
67dbaba60dc9badbe92b9b5a,SWIFT
67dbaba60dc9badbe92b9b61,SWIFT
67dbaba70dc9badbe92b9b71,SWIFT
67dbaba60dc9badbe92b9b5b,SWIFT
67dbaba60dc9badbe92b9b5c,SWIFT
67dbaba60dc9badbe92b9b5f,SWIFT
67dbaba60dc9badbe92b9b5d,SWIFT
67dbaba60dc9badbe92b9b5e,SWIFT
67dbaba60dc9badbe92b9b60,SWIFT
67dbaba60dc9badbe92b9b62,SWIFT
67dbaba60dc9badbe92b9b63,SWIFT
67dbaba60dc9badbe92b9b64,SWIFT
67dbaba60dc9badbe92b9b65,SWIFT
67dbaba60dc9badbe92b9b66,SWIFT
67dbaba60dc9badbe92b9b67,SWIFT
67dbaba70dc9badbe92b9b68,SWIFT
67dbaba70dc9badbe92b9b6a,SWIFT
67dbaba70dc9badbe92b9b6d,SWIFT
67dbaba70dc9badbe92b9b69,SWIFT
67dbaba70dc9badbe92b9b79,SWIFT
67dbaba70dc9badbe92b9b7a,SWIFT
67dbaba70dc9badbe92b9b6b,SWIFT
67dbaba70dc9badbe92b9b6c,SWIFT
67dbaba70dc9badbe92b9b72,SWIFT
67dbaba70dc9badbe92b9b6f,SWIFT
67dbaba70dc9badbe92b9b70,SWIFT
67dbaba70dc9badbe92b9b73,SWIFT
67dbaba70dc9badbe92b9b74,SWIFT
67dbaba90dc9badbe92b9b9b,SWIFT
67dbabb00dc9badbe92b9c22,SWIFT
67dbaba70dc9badbe92b9b75,SWIFT
67dbaba70dc9badbe92b9b78,SWIFT
67dbaba90dc9badbe92b9b92,SWIFT
67dbaba70dc9badbe92b9b76,SWIFT
67dbabab0dc9badbe92b9bb5,SWIFT
67dbabab0dc9badbe92b9bb7,SWIFT
67dbaba80dc9badbe92b9b7c,SWIFT
67dbabab0dc9badbe92b9bb2,SWIFT
67dbabb20dc9badbe92b9c47,SWIFT
67dbaba80dc9badbe92b9b7e,SWIFT
67dbabaa0dc9badbe92b9ba2,SWIFT
67dbabaa0dc9badbe92b9ba3,SWIFT
67dbaba80dc9badbe92b9b7f,SWIFT
67f75b4f297b3a5cefba9259,S-PRESSO
67f75b52297b3a5cefba9294,S-PRESSO
67dbaba80dc9badbe92b9b80,SWIFT
67dbaba80dc9badbe92b9b83,SWIFT
67dbaba80dc9badbe92b9b89,SWIFT
67dbaba80dc9badbe92b9b81,SWIFT
67dbaba80dc9badbe92b9b8d,SWIFT
67dbaba90dc9badbe92b9b90,SWIFT
67dbaba80dc9badbe92b9b82,SWIFT
67dbaba80dc9badbe92b9b85,SWIFT
67dbaba90dc9badbe92b9b8f,SWIFT
67dbaba80dc9badbe92b9b86,SWIFT
67dbaba80dc9badbe92b9b87,SWIFT
67dbabb60dc9badbe92b9c9f,SWIFT
67dbaba80dc9badbe92b9b88,SWIFT
67dbabb00dc9badbe92b9c2a,SWIFT
67dbabb50dc9badbe92b9c8c,SWIFT
67dbaba80dc9badbe92b9b8b,SWIFT
67dbaba80dc9badbe92b9b8e,SWIFT
67dbaba90dc9badbe92b9b96,SWIFT
67dbaba90dc9badbe92b9b91,SWIFT
67dbaba90dc9badbe92b9b93,SWIFT
67dbabaa0dc9badbe92b9bad,SWIFT
67dbaba90dc9badbe92b9b97,SWIFT
67dbaba90dc9badbe92b9b98,SWIFT
67dbabab0dc9badbe92b9bb4,SWIFT
67dbaba90dc9badbe92b9b99,SWIFT
67dbabaf0dc9badbe92b9c17,SWIFT
67dbabb10dc9badbe92b9c33,SWIFT
67dbaba90dc9badbe92b9b9a,SWIFT
67dbabb10dc9badbe92b9c34,SWIFT
67dbabb10dc9badbe92b9c37,SWIFT
67dbaba90dc9badbe92b9b9c,SWIFT
67dbaba90dc9badbe92b9b9d,SWIFT
67dbabb00dc9badbe92b9c24,SWIFT
67dbaba90dc9badbe92b9b9e,SWIFT
67dbaba90dc9badbe92b9b9f,SWIFT
67dbaba90dc9badbe92b9ba0,SWIFT
67dbabaa0dc9badbe92b9ba1,SWIFT
67dbabaa0dc9badbe92b9ba8,SWIFT
67dbabaa0dc9badbe92b9baf,SWIFT
67dbabaa0dc9badbe92b9ba4,SWIFT
67dbabad0dc9badbe92b9be5,SWIFT
67dbabad0dc9badbe92b9be8,SWIFT
67dbabaa0dc9badbe92b9ba5,SWIFT
67dbabaa0dc9badbe92b9bac,SWIFT
67dbabab0dc9badbe92b9bbe,SWIFT
67dbabaa0dc9badbe92b9ba6,SWIFT
67dbabab0dc9badbe92b9bb8,SWIFT
67dbabab0dc9badbe92b9bb9,SWIFT
67dbabaa0dc9badbe92b9ba7,SWIFT
67dbabaa0dc9badbe92b9baa,SWIFT
67dbabab0dc9badbe92b9bbc,SWIFT
67dbabaa0dc9badbe92b9bae,SWIFT
67dbabb00dc9badbe92b9c1d,SWIFT
67dbabb20dc9badbe92b9c4d,SWIFT
67dbabaa0dc9badbe92b9bb0,SWIFT
67dbabaa0dc9badbe92b9bb1,SWIFT
67dbabaf0dc9badbe92b9c11,SWIFT
67dbabab0dc9badbe92b9bb3,SWIFT
67dbabab0dc9badbe92b9bb6,SWIFT
67dbabae0dc9badbe92b9bf2,SWIFT
67dbabab0dc9badbe92b9bba,SWIFT
67dbabab0dc9badbe92b9bbd,SWIFT
67dbabab0dc9badbe92b9bbf,SWIFT
67dbabab0dc9badbe92b9bc0,SWIFT
67dbabab0dc9badbe92b9bc1,SWIFT
67dbabab0dc9badbe92b9bc3,SWIFT
67dbabab0dc9badbe92b9bc2,SWIFT
67dbabab0dc9badbe92b9bc4,SWIFT
67dbabab0dc9badbe92b9bc5,SWIFT
67dbabac0dc9badbe92b9bc6,SWIFT
67dbabac0dc9badbe92b9bc8,SWIFT
67dbabad0dc9badbe92b9bdd,SWIFT
67dbabac0dc9badbe92b9bc7,SWIFT
67dbabac0dc9badbe92b9bcc,SWIFT
67dbabac0dc9badbe92b9bcd,SWIFT
67dbabac0dc9badbe92b9bc9,SWIFT
67dbabac0dc9badbe92b9bcb,SWIFT
67dbabad0dc9badbe92b9bef,SWIFT
67dbabac0dc9badbe92b9bca,SWIFT
67dbabad0dc9badbe92b9beb,SWIFT
67dbabad0dc9badbe92b9bed,SWIFT
67dbabac0dc9badbe92b9bce,SWIFT
67dbabac0dc9badbe92b9bd0,SWIFT
67dbabac0dc9badbe92b9bd1,SWIFT
67dbabac0dc9badbe92b9bcf,SWIFT
67dbabac0dc9badbe92b9bd3,SWIFT
67dbabac0dc9badbe92b9bd7,SWIFT
67dbabac0dc9badbe92b9bd2,SWIFT
67dbabac0dc9badbe92b9bd9,SWIFT
67dbabad0dc9badbe92b9bdf,SWIFT
67dbabac0dc9badbe92b9bd5,SWIFT
67dbabac0dc9badbe92b9bd6,SWIFT
67dbabac0dc9badbe92b9bd8,SWIFT
67dbabac0dc9badbe92b9bda,SWIFT
67dbabac0dc9badbe92b9bdc,SWIFT
67dbabae0dc9badbe92b9bf7,SWIFT
67dbabac0dc9badbe92b9bdb,SWIFT
67dbabae0dc9badbe92b9c04,SWIFT
67dbabae0dc9badbe92b9c05,SWIFT
67dbabad0dc9badbe92b9bde,SWIFT
67dbabae0dc9badbe92b9bff,SWIFT
67dbabae0dc9badbe92b9c01,SWIFT
67dbabad0dc9badbe92b9be0,SWIFT
67dbabad0dc9badbe92b9be2,SWIFT
67dbabad0dc9badbe92b9be6,SWIFT
67dbabad0dc9badbe92b9be1,SWIFT
67dbabaf0dc9badbe92b9c0d,SWIFT
67dbabaf0dc9badbe92b9c19,SWIFT
67dbabad0dc9badbe92b9be3,SWIFT
67dbabad0dc9badbe92b9be4,SWIFT
67dbabae0dc9badbe92b9c00,SWIFT
67dbabad0dc9badbe92b9be7,SWIFT
67dbabad0dc9badbe92b9be9,SWIFT
67dbabad0dc9badbe92b9bec,SWIFT
67dbabad0dc9badbe92b9bea,SWIFT
67dbabad0dc9badbe92b9bf0,SWIFT
67dbabad0dc9badbe92b9bf1,SWIFT
67dbabad0dc9badbe92b9bee,SWIFT
67dbabaf0dc9badbe92b9c16,SWIFT
67dbabb60dc9badbe92b9ca5,SWIFT
67dbabae0dc9badbe92b9bf3,SWIFT
67dbabae0dc9badbe92b9bf5,SWIFT
67dbabae0dc9badbe92b9bfa,SWIFT
67dbabae0dc9badbe92b9bf4,SWIFT
67dbabae0dc9badbe92b9bf6,SWIFT
67dbabb60dc9badbe92b9c9d,SWIFT
67dbabae0dc9badbe92b9bf8,SWIFT
67dbabaf0dc9badbe92b9c09,SWIFT
67dbabb20dc9badbe92b9c45,SWIFT
67dbabae0dc9badbe92b9bf9,SWIFT
67dbabae0dc9badbe92b9bfe,SWIFT
67dbabae0dc9badbe92b9c07,SWIFT
67dbabae0dc9badbe92b9bfb,SWIFT
67dbabaf0dc9badbe92b9c0a,SWIFT
67dbabaf0dc9badbe92b9c0c,SWIFT
67dbabae0dc9badbe92b9bfc,SWIFT
67dbabae0dc9badbe92b9bfd,SWIFT
67dbabaf0dc9badbe92b9c0e,SWIFT
67dbabae0dc9badbe92b9c02,SWIFT
67dbabae0dc9badbe92b9c08,SWIFT
67dbabb00dc9badbe92b9c1f,SWIFT
67dbabae0dc9badbe92b9c03,SWIFT
67dbabaf0dc9badbe92b9c1b,SWIFT
67dbabb10dc9badbe92b9c35,SWIFT
67dbabae0dc9badbe92b9c06,SWIFT
67dbabaf0dc9badbe92b9c0f,SWIFT
67dbabb50dc9badbe92b9c95,SWIFT
67dbabaf0dc9badbe92b9c0b,SWIFT
67dbabaf0dc9badbe92b9c13,SWIFT
67dbabaf0dc9badbe92b9c14,SWIFT
67dbabaf0dc9badbe92b9c10,SWIFT
67dbabb10dc9badbe92b9c3c,SWIFT
67dbabb10dc9badbe92b9c3e,SWIFT
67dbabaf0dc9badbe92b9c12,SWIFT
67dbabb50dc9badbe92b9c85,SWIFT
67f75b4f297b3a5cefba925a,S-PRESSO
67dbabaf0dc9badbe92b9c15,SWIFT
67dbabb00dc9badbe92b9c26,SWIFT
67dbabb00dc9badbe92b9c27,SWIFT
67dbabaf0dc9badbe92b9c18,SWIFT
67dbabaf0dc9badbe92b9c1a,SWIFT
67dbabb40dc9badbe92b9c79,SWIFT
67dbabaf0dc9badbe92b9c1c,SWIFT
67dbabb00dc9badbe92b9c25,SWIFT
67dbabb00dc9badbe92b9c2c,SWIFT
67dbabb00dc9badbe92b9c1e,SWIFT
67f75b4f297b3a5cefba925b,S-PRESSO
67f75b51297b3a5cefba9280,S-PRESSO
67dbabb00dc9badbe92b9c20,SWIFT
67dbabb00dc9badbe92b9c21,SWIFT
67dbabb10dc9badbe92b9c38,SWIFT
67dbabb00dc9badbe92b9c23,SWIFT
67dbabb10dc9badbe92b9c36,SWIFT
67dbabb10dc9badbe92b9c40,SWIFT
67dbabb00dc9badbe92b9c28,SWIFT
67dbabb10dc9badbe92b9c41,SWIFT
67dbabb40dc9badbe92b9c7c,SWIFT
67dbabb00dc9badbe92b9c29,SWIFT
67dbabb00dc9badbe92b9c2f,SWIFT
67dbabb40dc9badbe92b9c83,SWIFT
67dbabb00dc9badbe92b9c2b,SWIFT
67f75b4f297b3a5cefba925d,S-PRESSO
67f75b52297b3a5cefba9298,S-PRESSO
67dbabb00dc9badbe92b9c2d,SWIFT
67dbabb00dc9badbe92b9c30,SWIFT
67dbabb10dc9badbe92b9c43,SWIFT
67dbabb00dc9badbe92b9c2e,SWIFT
67dbabb50dc9badbe92b9c8d,SWIFT
67f75b4f297b3a5cefba925f,S-PRESSO
67dbabb10dc9badbe92b9c31,SWIFT
67dbabb30dc9badbe92b9c61,SWIFT
67dbabb30dc9badbe92b9c65,SWIFT
67dbabb10dc9badbe92b9c39,SWIFT
67dbabb10dc9badbe92b9c3b,SWIFT
67dbabb10dc9badbe92b9c42,SWIFT
67dbabb10dc9badbe92b9c3a,SWIFT
67dbabb10dc9badbe92b9c3d,SWIFT
67dbabb20dc9badbe92b9c4b,SWIFT
67dbabb10dc9badbe92b9c3f,SWIFT
67dbabb20dc9badbe92b9c49,SWIFT
67dbabb30dc9badbe92b9c5d,SWIFT
67dbabb10dc9badbe92b9c44,SWIFT
67dbabb20dc9badbe92b9c46,SWIFT
67dbabb20dc9badbe92b9c5a,SWIFT
67dbabb20dc9badbe92b9c48,SWIFT
67dbabb20dc9badbe92b9c4a,SWIFT
67dbabb20dc9badbe92b9c51,SWIFT
67dbabb20dc9badbe92b9c4c,SWIFT
67dbabb20dc9badbe92b9c52,SWIFT
67dbabb20dc9badbe92b9c55,SWIFT
67dbabb20dc9badbe92b9c4e,SWIFT
67dbabb20dc9badbe92b9c53,SWIFT
67dbabb30dc9badbe92b9c5b,SWIFT
67dbabb20dc9badbe92b9c4f,SWIFT
67dbabb30dc9badbe92b9c5e,SWIFT
67dbabb30dc9badbe92b9c62,SWIFT
67dbabb20dc9badbe92b9c50,SWIFT
67dbabb20dc9badbe92b9c58,SWIFT
67f75b4f297b3a5cefba9260,S-PRESSO
67dbabb20dc9badbe92b9c54,SWIFT
67dbabb30dc9badbe92b9c6b,SWIFT
67dbabb40dc9badbe92b9c82,SWIFT
67dbabb20dc9badbe92b9c56,SWIFT
67dbabb20dc9badbe92b9c59,SWIFT
67dbabb30dc9badbe92b9c6a,SWIFT
67dbabb20dc9badbe92b9c57,SWIFT
67dbabb40dc9badbe92b9c7f,SWIFT
67dbabb40dc9badbe92b9c81,SWIFT
67dbabb30dc9badbe92b9c5c,SWIFT
67dbabb40dc9badbe92b9c75,SWIFT
67f75b4f297b3a5cefba9262,S-PRESSO
67dbabb30dc9badbe92b9c5f,SWIFT
67dbabb30dc9badbe92b9c67,SWIFT
67dbabb30dc9badbe92b9c6e,SWIFT
67dbabb30dc9badbe92b9c60,SWIFT
67dbabb30dc9badbe92b9c64,SWIFT
67dbabb30dc9badbe92b9c68,SWIFT
67dbabb30dc9badbe92b9c63,SWIFT
67dbabb30dc9badbe92b9c66,SWIFT
67dbabb30dc9badbe92b9c6c,SWIFT
67dbabb30dc9badbe92b9c69,SWIFT
67dbabb30dc9badbe92b9c6d,SWIFT
67dbabb30dc9badbe92b9c6f,SWIFT
67dbabb40dc9badbe92b9c70,SWIFT
67dbabb40dc9badbe92b9c71,SWIFT
67dbabb50dc9badbe92b9c97,SWIFT
67dbabb40dc9badbe92b9c72,SWIFT
67dbabb40dc9badbe92b9c74,SWIFT
67dbabb40dc9badbe92b9c76,SWIFT
67dbabb40dc9badbe92b9c73,SWIFT
67dbabb40dc9badbe92b9c7a,SWIFT
